nombre,edad,altura_cm,peso_kg,alcance_cm,splm,sapm,str_acc,str_def,td_avg,td_acc,td_def,sub_avg,wins,losses,imagen_url
Steven Asplund,27.747945205479454,195.57999999999998,117.93392,198.12,19.93,7.49,0.58,0.57,0.0,0.0,1.0,0.0,7,1,
Bruno Assis,33.8986301369863,187.96,83.91452,0.0,1.27,3.2,0.43,0.36,2.0,0.5,0.66,1.0,8,4,
Junior Assuncao,44.81917808219178,175.26,65.77083999999999,182.88,3.31,2.06,0.62,0.44,2.43,0.24,0.66,0.7,16,6,
Raphael Assuncao,43.75068493150685,165.1,61.23492,167.64000000000001,3.22,2.5,0.42,0.66,1.65,0.39,0.78,0.2,28,10,
Michael Aswell Jr.,25.545205479452054,172.72,65.77083999999999,175.26,9.56,7.79,0.45,0.54,0.0,0.0,0.57,0.0,11,3,
Bazigit Atajev,47.106849315068494,185.42,104.32616,0.0,0.87,3.14,0.41,0.49,1.0,0.33,0.0,0.0,17,1,
Rich Attonito,48.843835616438355,177.8,77.11064,182.88,2.28,2.13,0.47,0.59,0.74,0.37,0.75,0.0,10,5,
Olivier Aubin-Mercier,37.14520547945205,175.26,70.30676,177.8,2.48,2.97,0.51,0.55,2.36,0.33,0.7,0.5,11,5,
Pat Audinwood,40.00547945205479,182.88,70.30676,0.0,1.17,4.31,0.12,0.41,0.8,0.5,0.0,0.0,11,2,
Jose Augusto,34.05205479452055,190.5,113.851592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,
Marcus Aurelio,52.673972602739724,177.8,70.30676,187.96,1.42,2.27,0.33,0.59,1.69,0.27,0.27,1.3,22,10,
David Avellan,44.78356164383562,175.26,83.91452,0.0,3.33,10.0,0.25,0.57,0.0,0.0,0.0,0.0,2,1,
Blas Avena,42.8027397260274,182.88,77.11064,187.96,2.34,3.36,0.47,0.43,2.37,0.8,0.5,1.8,8,7,
Levi Avera,43.92328767123288,185.42,77.11064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,15,
Anthony Avila,37.298630136986304,170.18,65.77083999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,5,
Chris Avila,33.24657534246575,177.8,65.77083999999999,0.0,2.37,4.17,0.3,0.48,0.0,0.0,0.46,0.0,5,4,
Julia Avila,37.93424657534246,170.18,61.23492,172.72,2.81,3.28,0.42,0.55,0.63,0.37,0.52,0.2,9,4,
Saad Awad,42.865753424657534,180.34,70.30676,0.0,2.13,1.87,0.26,0.6,0.5,0.16,1.0,0.5,20,9,
Javy Ayala,37.657534246575345,185.42,120.20188,0.0,0.83,5.0,0.25,0.33,0.0,0.0,0.0,0.0,10,5,
Jessin Ayari,33.87671232876713,182.88,70.30676,185.42000000000002,3.53,3.59,0.37,0.58,0.0,0.0,0.5,0.3,16,6,
Abu Azaitar,40.106849315068494,175.26,83.91452,193.04,4.38,4.32,0.43,0.51,1.0,0.37,0.42,0.0,14,4,
Ottman Azaitar,36.153424657534245,172.72,70.30676,180.34,4.43,4.11,0.44,0.52,0.0,0.0,1.0,0.0,13,3,
Luiz Azeredo,49.86027397260274,175.26,69.853168,0.0,2.16,2.76,0.39,0.57,1.07,0.5,0.45,0.3,15,10,
Luciano Azevedo,44.81643835616438,190.5,73.028312,0.0,0.76,1.97,0.45,0.27,2.28,0.11,0.0,0.0,17,9,
Hunter Azure,34.12328767123287,172.72,65.77083999999999,175.26,3.92,2.08,0.53,0.58,1.97,0.34,0.67,1.3,9,2,
Niklas Backstrom,36.652054794520545,185.42,65.77083999999999,0.0,1.12,3.65,0.41,0.4,2.92,0.8,0.72,2.2,11,3,
Seth Baczynski,44.47945205479452,190.5,77.11064,190.5,3.08,3.14,0.31,0.51,0.89,0.16,0.48,0.8,20,14,
Abdul Azeem Badakhshi,0.0,0.0,65.77083999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,3,
Ryan Bader,42.865753424657534,187.96,92.98636,187.96,2.82,1.39,0.43,0.71,3.37,0.44,0.8,0.4,23,5,
Izabela Badurek,34.76712328767123,165.1,52.16308,0.0,3.74,4.9,0.71,0.32,1.75,0.12,1.0,0.0,6,3,
Miguel Baeza,33.64657534246575,187.96,77.11064,187.96,4.09,5.92,0.49,0.46,0.36,0.22,0.54,2.0,10,4,
Ali Bagautinov,40.85479452054795,162.56,56.699,165.1,2.85,3.09,0.42,0.52,2.51,0.36,0.65,0.3,15,6,
Mehdi Baghdad,41.013698630136986,185.42,70.30676,0.0,3.13,4.56,0.3,0.46,0.0,0.0,0.33,0.0,11,5,
Melsik Baghdasaryan,34.21643835616438,175.26,65.77083999999999,177.8,5.04,3.14,0.59,0.56,0.0,0.0,0.72,0.0,8,3,
Siyar Bahadurzada,42.0027397260274,180.34,77.11064,185.42000000000002,2.91,3.23,0.4,0.49,1.32,0.61,0.62,0.3,24,8,
Ignacio Bahamondes,28.632876712328766,190.5,70.30676,190.5,6.55,4.33,0.45,0.56,0.0,0.0,0.75,0.4,17,6,
Bahatebole Batebolati,28.589041095890412,172.72,77.11064,180.34,4.02,4.83,0.45,0.61,1.34,0.66,1.0,0.0,10,1,
Shamar Bailey,43.57260273972603,175.26,70.30676,190.5,1.56,3.91,0.2,0.69,1.5,0.33,0.37,0.0,16,11,
Jordan Bailey,0.0,175.26,65.77083999999999,0.0,1.74,0.29,0.4,0.0,4.35,1.0,0.0,4.3,6,3,
Scott Baker,0.0,182.88,95.25431999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,
Bryan Baker,40.512328767123286,190.5,83.91452,0.0,1.78,2.83,0.52,0.45,0.44,0.5,0.37,0.9,18,5,
Jin Bala,0.0,175.26,70.30676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,3,
Balajin,34.04383561643836,175.26,65.77083999999999,182.88,1.4,2.73,0.33,0.5,2.0,0.2,0.66,0.0,23,4,
Oluwale Bamgbose,38.704109589041096,180.34,83.91452,198.12,2.45,2.7,0.48,0.55,0.94,0.33,0.37,0.0,6,4,
Stephen Banaszak,35.35890410958904,182.88,65.77083999999999,0.0,4.2,1.15,0.47,0.66,0.0,0.0,1.0,1.9,5,5,
Marcin Bandel,36.51780821917808,177.8,70.30676,0.0,0.79,5.26,0.5,0.23,0.0,0.0,0.0,0.0,15,7,
Humberto Bandenay,31.613698630136987,180.34,65.77083999999999,180.34,2.22,4.79,0.41,0.41,2.9,0.46,0.62,0.5,14,7,
Tae Hyun Bang,43.010958904109586,175.26,70.30676,180.34,2.72,2.07,0.38,0.66,0.49,0.33,0.57,0.5,18,10,
Yohan Banks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,
Shauna Bannon,32.47945205479452,165.1,52.16308,165.1,4.32,3.75,0.43,0.45,0.0,0.0,0.4,0.7,7,2,
Antonio Banuelos,46.57260273972603,165.1,61.23492,160.02,2.69,3.15,0.33,0.58,1.62,0.62,0.86,0.4,20,11,
Iwo Baraniewski,27.4,182.88,92.98636,185.42000000000002,14.31,17.61,0.68,0.42,0.0,0.0,1.0,0.0,7,0,
Renan Barao,39.21095890410959,167.64000000000001,65.77083999999999,177.8,3.78,3.9,0.36,0.57,1.49,0.41,0.91,0.5,34,9,
Junior Barata,44.23013698630137,177.8,77.11064,0.0,4.03,8.46,0.33,0.34,0.0,0.0,0.0,0.0,9,3,
Maycee Barber,27.90958904109589,165.1,56.699,165.1,4.61,2.76,0.53,0.54,1.58,0.45,0.51,0.1,15,2,
Bryan Barberena,36.95616438356164,182.88,83.91452,182.88,5.35,4.59,0.48,0.44,0.13,0.22,0.5,0.3,18,12,
Djani Barbir,28.682191780821917,190.5,83.91452,200.66,3.64,4.55,0.4,0.66,0.0,0.0,0.0,0.0,7,1,
Dione Barbosa,33.93972602739726,167.64000000000001,56.699,167.64000000000001,2.27,2.45,0.45,0.66,2.23,0.42,0.5,1.9,8,4,
Marcio Barbosa,27.898630136986302,167.64000000000001,65.77083999999999,177.8,8.27,7.56,0.47,0.5,0.0,0.0,1.0,0.0,17,2,
Edson Barboza,40.23835616438356,180.34,70.30676,190.5,4.14,4.68,0.44,0.55,0.43,0.5,0.73,0.1,24,14,
Raoni Barcelos,38.964383561643835,170.18,61.23492,170.18,4.92,4.4,0.51,0.61,2.22,0.31,0.87,0.6,21,5,
Daniel Barez,37.35068493150685,167.64000000000001,56.699,167.64000000000001,3.65,5.95,0.49,0.5,1.93,0.28,0.8,0.6,17,7,
Danny Barlow,30.704109589041096,187.96,83.91452,200.66,5.81,4.65,0.51,0.52,0.0,0.0,1.0,0.0,9,2,
Luke Barnatt,38.010958904109586,198.12,83.91452,195.58,4.43,3.87,0.36,0.59,0.63,0.42,0.63,0.4,13,4,
James Barnes,43.893150684931506,172.72,61.23492,180.34,0.57,3.02,0.34,0.39,1.08,0.16,0.4,0.0,14,5,
Nick Barnes,0.0,180.34,77.11064,0.0,2.86,8.93,0.29,0.51,5.36,1.0,1.0,5.4,11,2,
Shonte Barnes,39.18630136986302,180.34,83.91452,193.04,2.32,1.55,0.38,0.67,0.0,0.0,0.6,0.0,6,2,
Josh Barnett,48.441095890410956,190.5,113.398,198.12,3.2,2.11,0.5,0.57,1.26,0.55,0.55,1.4,35,8,
Chris Barnett,39.843835616438355,175.26,118.387512,190.5,3.36,6.55,0.47,0.36,0.0,0.0,0.35,0.0,23,10,
Chris Barnhizer,38.47945205479452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,
David Baron,53.178082191780824,167.64000000000001,70.30676,0.0,1.17,2.1,0.3,0.56,0.0,0.0,0.14,0.7,17,4,
Phil Baroni,50.010958904109586,175.26,77.11064,182.88,2.77,3.93,0.45,0.4,1.46,0.47,0.6,0.5,15,18,
Dan Barrera,45.320547945205476,175.26,77.11064,0.0,0.8,1.2,0.7,0.28,1.0,0.08,0.0,0.0,3,1,
Carlos Barreto,57.75068493150685,193.04,104.32616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,9,
Jose Barreto,0.0,0.0,83.91452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,
Peter Barrett,39.68767123287671,177.8,65.77083999999999,185.42000000000002,4.18,4.32,0.61,0.42,1.39,0.22,0.66,0.0,11,5,
Marc-Andre Barriault,36.15890410958904,185.42,83.91452,187.96,5.65,5.94,0.47,0.49,0.34,0.28,0.68,0.1,17,11,
David Barrios,0.0,167.64000000000001,65.77083999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,8,
Alexandre Barros,49.416438356164385,175.26,77.11064,0.0,0.98,4.05,0.4,0.36,1.84,0.5,1.0,0.0,22,11,
Ricardo Barros,50.07945205479452,185.42,92.98636,0.0,0.0,8.22,0.0,0.31,0.0,0.0,1.0,0.0,2,2,
Francimar Barroso,46.13972602739726,185.42,92.98636,190.5,2.77,3.07,0.52,0.59,2.22,0.24,0.83,0.0,19,7,
Pat Barry,46.78630136986301,180.34,106.59412,187.96,2.72,3.54,0.52,0.59,0.0,0.0,0.76,0.2,8,7,
Dean Barry,33.78630136986301,177.8,77.11064,182.88,9.31,4.66,0.4,0.51,0.0,0.0,1.0,0.0,4,2,
Enrique Barzola,36.96986301369863,170.18,65.77083999999999,177.8,3.91,2.97,0.41,0.68,4.2,0.45,0.66,0.3,17,5,
Javid Basharat,30.605479452054794,175.26,61.23492,175.26,5.18,2.75,0.54,0.63,1.83,0.4,0.83,0.1,15,2,
Farid Basharat,28.7013698630137,172.72,61.23492,180.34,4.25,2.89,0.52,0.62,3.34,0.44,0.54,0.3,15,0,
Austin Bashi,24.53972602739726,167.64000000000001,65.77083999999999,177.8,1.75,2.34,0.47,0.48,7.81,0.41,0.62,1.7,14,1,
Stephen Bass,43.42739726027397,175.26,65.77083999999999,0.0,4.87,5.87,0.52,0.55,0.0,0.0,0.0,0.0,11,2,
Sean Bassett,0.0,0.0,70.30676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,
Ryan Bastianelli,46.61643835616438,165.1,61.23492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,7,
Shayna Baszler,45.6958904109589,170.18,61.23492,0.0,2.49,6.36,0.3,0.51,0.67,0.18,0.44,1.3,15,11,
Namsrai Batbayar,25.29041095890411,162.56,56.699,172.72,3.5,3.58,0.39,0.45,2.15,0.25,0.0,1.1,9,1,
Michel Batista,41.99452054794521,190.5,117.93392,0.0,0.0,4.03,0.0,0.4,6.72,0.5,0.0,0.0,4,1,
Bryan Battle,31.567123287671233,185.42,83.91452,195.58,5.12,4.11,0.52,0.44,0.77,0.17,0.53,0.4,13,2,
Alan Baudot,38.20821917808219,190.5,110.222856,200.66,5.36,4.82,0.58,0.46,0.0,0.0,0.62,0.0,8,3,
Mario Bautista,32.79178082191781,175.26,61.23492,175.26,5.3,3.98,0.48,0.54,1.91,0.38,0.55,0.8,17,3,
Chris Beal,40.6986301369863,170.18,56.699,175.26,3.45,3.18,0.35,0.61,1.6,0.58,0.78,0.2,10,5,
Donovan Beard,36.446575342465756,187.96,83.91452,198.12,0.0,5.77,0.0,0.28,0.0,0.0,0.0,0.0,7,2,
Rudy Bears,47.24931506849315,180.34,77.11064,0.0,1.27,2.53,0.29,0.5,0.0,0.0,0.0,0.0,16,15,
Salvador Becerra,0.0,175.26,70.30676,0.0,4.57,3.83,0.31,0.58,0.0,0.0,0.66,0.0,5,2,
Ariel Beck,35.583561643835615,167.64000000000001,56.699,167.64000000000001,4.44,4.31,0.34,0.64,0.0,0.0,0.0,0.0,4,5,
Jack Becker,33.320547945205476,177.8,70.30676,180.34,1.01,5.82,0.39,0.26,1.68,0.5,0.0,0.0,13,6,
Jeff Bedard,56.205479452054796,167.64000000000001,65.77083999999999,0.0,0.8,0.0,0.51,1.0,3.43,0.66,1.0,2.6,13,3,
Eric Bedard,41.6,187.96,108.408488,0.0,6.37,8.54,0.35,0.52,0.0,0.0,0.0,0.0,6,7,
Johnny Bedford,43.28219178082192,177.8,61.23492,180.34,4.53,1.75,0.5,0.63,1.83,0.62,0.62,0.0,21,13,
Rolando Bedoya,29.252054794520546,180.34,70.30676,187.96,6.23,5.5,0.47,0.52,0.0,0.0,0.75,0.2,14,5,
Chase Beebe,41.054794520547944,170.18,61.23492,170.18,2.17,1.64,0.38,0.69,2.49,0.42,0.41,0.9,24,13,
Lyle Beerbohm,47.202739726027396,177.8,70.30676,0.0,1.98,1.61,0.55,0.54,2.1,0.23,0.64,0.3,24,3,
Allan Begosso,30.394520547945206,165.1,61.23492,167.64000000000001,1.8,7.73,0.4,0.34,0.0,0.0,0.25,2.0,7,2,
Azamat Bekoev,30.293150684931508,182.88,83.91452,182.88,4.07,7.66,0.45,0.31,4.49,0.45,0.8,0.0,20,4,
Mirsad Bektic,35.16438356164384,172.72,65.77083999999999,177.8,2.43,1.8,0.41,0.57,3.98,0.52,0.92,0.4,13,4,
Diana Belbita,29.802739726027397,170.18,56.699,172.72,6.45,6.55,0.41,0.51,0.86,0.62,0.64,0.0,15,10,
Alan Belcher,41.983561643835614,187.96,83.91452,190.5,2.7,3.1,0.41,0.59,0.44,0.26,0.55,0.9,18,8,
Vitor Belfort,49.05205479452055,182.88,83.91452,187.96,1.59,2.83,0.46,0.5,1.02,0.6,0.53,0.6,26,14,
Yousri Belgaroui,33.87123287671233,198.12,83.91452,200.66,5.82,2.52,0.66,0.61,0.39,1.0,0.68,0.0,9,3,
Rodolfo Bellato,30.19178082191781,190.5,92.98636,190.5,5.37,5.86,0.6,0.46,1.38,0.35,0.94,0.2,13,3,
Danilo Belluardo,31.736986301369864,182.88,70.30676,187.96,1.52,4.79,0.61,0.41,3.5,1.0,0.5,0.0,12,5,
Joey Beltran,44.36164383561644,185.42,83.91452,190.5,4.92,5.27,0.36,0.54,0.48,0.18,0.75,0.0,17,14,
Marco Beltran,39.917808219178085,172.72,56.699,175.26,2.07,1.93,0.37,0.63,0.7,0.5,0.46,0.2,8,6,
Joseph Benavidez,41.71506849315068,162.56,56.699,165.1,3.52,2.67,0.34,0.61,1.41,0.3,0.62,0.6,28,8,
Mike Bencic,59.8054794520548,182.88,97.52228,0.0,0.0,3.32,0.0,0.53,0.0,0.0,0.0,0.0,1,2,
Dave Beneteau,0.0,187.96,113.398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,5,
Karla Benitez,47.175342465753424,160.02,51.255896,0.0,0.0,2.4,0.0,0.57,0.0,0.0,1.0,0.0,14,11,
Gabriel Benitez,37.83835616438356,172.72,70.30676,180.34,5.26,4.49,0.41,0.63,0.22,0.5,0.55,0.9,23,13,
Charles Bennett,46.40547945205479,172.72,70.30676,0.0,1.39,1.35,0.39,0.64,2.02,1.0,0.36,2.0,30,33,
Josh Bennett,0.0,193.04,117.480328,0.0,2.9,5.8,0.4,0.43,1.5,1.0,1.0,0.0,11,14,
DeAnna Bennett,41.413698630136984,162.56,56.699,172.72,3.13,3.27,0.58,0.58,0.0,0.0,0.0,1.0,8,3,
Benjamin Bennett,31.93972602739726,182.88,77.11064,185.42000000000002,4.53,4.53,0.54,0.65,6.0,0.6,0.0,0.0,7,1,
Lance Benoist,37.64109589041096,180.34,77.11064,182.88,3.68,2.7,0.51,0.56,1.5,0.33,0.61,0.0,7,2,
Joe Benoit,44.104109589041094,175.26,77.11064,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11,4,
Ryan Benoit,36.64383561643836,165.1,56.699,172.72,2.88,3.65,0.39,0.58,0.28,0.22,0.72,0.4,10,8,
Pat Benson,51.76986301369863,175.26,70.30676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5,
Len Bentley,43.38356164383562,175.26,70.30676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,6,
Steve Berger,52.92054794520548,180.34,77.11064,0.0,1.0,3.26,0.27,0.36,0.84,0.4,0.16,1.7,21,23,
Kenneth Bergh,36.80821917808219,187.96,92.98636,187.96,4.56,1.27,0.75,0.28,0.0,0.0,0.0,0.0,8,0,
Bret Bergmark,52.40547945205479,175.26,77.11064,0.0,2.78,2.78,0.52,0.37,4.17,1.0,0.5,4.2,6,1,
Keith Berish,40.42465753424658,182.88,92.98636,0.0,3.58,4.81,0.36,0.62,1.76,0.4,0.0,0.0,5,1,
Dennis Bermudez,39.345205479452055,167.64000000000001,70.30676,167.64000000000001,4.42,3.07,0.46,0.59,3.89,0.4,0.82,1.1,17,9,
Manny Bermudez,31.75068493150685,177.8,65.77083999999999,180.34,2.92,2.68,0.61,0.46,3.06,0.54,0.0,3.1,14,2,
Talita Bernardo,39.12328767123287,162.56,61.23492,172.72,3.12,4.04,0.42,0.55,1.62,0.22,0.28,0.5,6,4,
Dave Berry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,
Keith Berry,38.47945205479452,185.42,83.91452,0.0,0.27,6.27,0.12,0.28,0.0,0.0,0.0,0.0,15,14,
Dieusel Berto,0.0,175.26,90.7184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,
Edson Berto,42.78904109589041,167.64000000000001,70.30676,0.0,1.76,4.62,0.36,0.47,5.47,0.4,0.0,2.7,17,12,
Allen Berube,51.654794520547945,172.72,70.30676,0.0,0.92,0.92,0.8,0.33,6.87,1.0,0.0,3.4,4,3,
Anton Berzin,36.54794520547945,187.96,92.98636,0.0,4.4,6.8,0.46,0.67,2.0,0.28,0.0,1.0,5,1,
Scott Bessac,60.54794520547945,193.04,111.13004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,6,
Matt Bessette,41.3041095890411,177.8,65.77083999999999,177.8,4.36,4.45,0.41,0.58,0.64,0.28,0.61,0.3,22,9,
Khadzhi Bestaev,37.75342465753425,198.12,83.91452,193.04,6.15,10.0,0.29,0.43,0.0,0.0,0.0,0.0,10,4,
Fernando Bettega,46.10958904109589,0.0,77.11064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,5,
Arjan Bhullar,39.93150684931507,185.42,111.13004,190.5,2.33,3.25,0.56,0.59,1.73,0.75,1.0,0.0,9,1,
KB Bhullar,34.512328767123286,193.04,83.91452,198.12,4.31,5.39,0.49,0.45,0.0,0.0,0.0,0.0,8,2,
Bibulatov Magomed,37.652054794520545,165.1,56.699,165.1,3.6,1.83,0.51,0.52,2.85,0.4,0.75,0.0,14,2,
David Bielkheden,46.87123287671233,177.8,70.30676,180.34,1.11,1.64,0.57,0.54,2.65,0.63,0.14,0.0,24,12,
Blake Bilder,35.76438356164383,172.72,65.77083999999999,172.72,3.81,4.15,0.48,0.53,0.31,0.07,0.71,0.6,8,2,
Jonas Bilharinho,35.9041095890411,180.34,65.77083999999999,190.5,3.71,3.36,0.6,0.57,0.0,0.0,1.0,0.0,9,1,
Jeremiah Billington,48.43013698630137,175.26,92.98636,0.0,1.6,7.06,0.62,0.35,0.0,0.0,0.5,0.0,11,2,
Scott Bills,0.0,177.8,77.11064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,9,
Anthony Birchak,39.92328767123288,172.72,61.23492,175.26,3.93,3.67,0.36,0.56,0.48,0.14,0.61,0.5,16,8,
Chris Birchler,38.868493150684934,190.5,92.98636,0.0,9.35,14.83,0.46,0.35,0.0,0.0,0.0,0.0,7,4,
Angad Bisht,30.863013698630137,170.18,56.699,170.18,3.91,4.56,0.51,0.33,2.41,0.37,1.0,0.0,10,3,
Michael Bisping,47.13972602739726,185.42,83.91452,190.5,4.33,2.71,0.38,0.65,1.05,0.43,0.63,0.3,30,9,
Amaury Bitetti,57.02191780821918,175.26,83.91452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,
Caio Bittencourt,34.9041095890411,182.88,83.91452,190.5,0.29,0.57,0.16,0.33,0.0,0.0,0.0,0.0,14,7,
Davi Bittencourt,31.50958904109589,165.1,61.23492,165.1,4.15,1.51,0.66,0.46,14.15,0.33,0.0,0.0,14,4,
Simon Biyong,35.032876712328765,0.0,92.98636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,
Jan Blachowicz,43.14794520547945,187.96,92.98636,198.12,3.55,3.14,0.5,0.52,0.98,0.48,0.69,0.4,29,11,
Jason Black,53.76712328767123,172.72,70.30676,0.0,1.06,2.6,0.47,0.45,0.48,0.33,0.28,6.2,23,4,
Brad Blackburn,48.9041095890411,177.8,77.11064,185.42000000000002,4.55,3.59,0.35,0.65,0.93,0.5,0.76,0.7,18,13,
Jason Blackford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,
Tom Blackledge,0.0,0.0,92.98636,0.0,2.91,2.55,0.61,0.46,0.0,0.0,0.75,0.0,10,7,
Sherrard Blackledge,32.66575342465753,180.34,70.30676,190.5,3.7,3.13,0.49,0.55,4.0,0.33,0.42,0.0,5,1,
Da'Mon Blackshear,31.676712328767124,177.8,61.23492,182.88,4.33,4.19,0.45,0.52,1.48,0.33,0.71,1.5,17,8,
Chasen Blair,27.5013698630137,177.8,70.30676,180.34,4.31,5.39,0.39,0.55,0.0,0.0,1.0,0.0,7,4,
Erin Blanchfield,26.947945205479453,162.56,56.699,167.64000000000001,5.24,4.25,0.44,0.58,1.96,0.34,0.78,0.9,14,2,
Maximo Blanco,42.50684931506849,172.72,65.77083999999999,180.34,4.11,3.19,0.44,0.66,1.85,0.36,0.63,0.3,12,8,
David Blanco,0.0,170.18,65.77083999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,
Curtis Blaydes,35.15890410958904,193.04,120.20188,203.2,3.56,2.0,0.5,0.58,5.38,0.48,0.31,0.0,19,5,
Tereza Bleda,24.36986301369863,175.26,56.699,180.34,2.92,2.14,0.51,0.43,1.72,0.22,0.83,0.7,7,2,
Arlene Blencowe,43.02191780821918,165.1,65.77083999999999,0.0,2.31,2.1,0.43,0.43,0.0,0.0,0.55,0.6,9,6,
Byron Bloodworth,42.673972602739724,172.72,61.23492,0.0,1.82,5.18,0.28,0.5,0.0,0.0,0.0,0.0,6,3,
Dashawn Boatwright,38.131506849315066,182.88,92.98636,0.0,0.0,52.5,0.0,0.12,0.0,0.0,0.0,0.0,3,1,
Dan Bobish,56.23561643835617,187.96,156.48924,0.0,2.06,1.74,0.44,0.34,2.44,0.42,0.0,1.6,17,9,
Mark Bocek,44.484931506849314,172.72,70.30676,190.5,2.34,2.32,0.43,0.6,3.65,0.36,0.31,1.3,12,5,
Kyle Bochniak,39.1972602739726,170.18,65.77083999999999,177.8,2.63,5.11,0.31,0.58,1.14,0.15,0.62,0.0,8,5,
James Bochnovic,37.172602739726024,193.04,92.98636,205.74,0.65,3.64,0.26,0.21,0.0,0.0,0.0,0.0,8,3,
Jeremy Boczulak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,
Tim Boetsch,45.221917808219175,182.88,83.91452,187.96,2.93,2.9,0.5,0.57,1.45,0.34,0.59,0.8,21,13,
Galore Bofando,43.90958904109589,180.34,77.11064,182.88,3.63,3.63,0.45,0.54,2.37,1.0,0.5,0.0,5,3,
Jay Bogan,0.0,0.0,65.77083999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,6,
Roman Bogatov,35.33698630136986,172.72,70.30676,185.42000000000002,3.33,4.4,0.42,0.44,1.0,0.09,0.5,0.0,10,1,
Derek Bohi,0.0,193.04,117.93392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,5,
Jerry Bohlander,52.18630136986302,180.34,90.264808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,4,
Mandy Bohm,36.71506849315068,170.18,56.699,180.34,2.51,3.24,0.45,0.6,0.72,0.18,0.75,0.7,8,2,
Kotetsu Boku,48.8986301369863,175.26,69.853168,0.0,2.47,2.8,0.42,0.53,0.0,0.0,0.0,0.0,25,11,
Gaston Bolanos,33.586301369863016,170.18,65.77083999999999,175.26,3.28,2.4,0.49,0.5,0.66,1.0,0.42,0.0,8,5,
Kyle Bolt,0.0,187.96,83.91452,0.0,7.27,7.27,0.52,0.45,0.0,0.0,0.0,0.0,8,4,
Denys Bondar,33.8027397260274,167.64000000000001,56.699,175.26,4.59,5.16,0.5,0.56,3.99,0.58,0.62,0.0,14,5,
Luc Bondole,0.0,187.96,92.98636,0.0,3.35,2.04,0.51,0.62,0.0,0.0,0.0,1.8,5,2,
Tony Bonello,53.5013698630137,187.96,83.91452,0.0,0.62,12.62,0.33,0.1,0.0,0.0,0.0,0.0,16,3,
Gabriel Bonfim,28.65205479452055,185.42,77.11064,182.88,4.61,3.68,0.46,0.63,3.6,0.55,0.76,1.4,19,1,
Ismael Bonfim,30.2986301369863,172.72,70.30676,180.34,5.51,3.71,0.54,0.65,1.06,0.33,0.76,0.0,20,6,
Jesse Bongfeldt,45.64109589041096,182.88,83.91452,0.0,2.91,1.01,0.62,0.5,1.51,0.33,0.33,0.0,16,5,
Marcos Bonilla,0.0,177.8,65.77083999999999,0.0,0.47,0.47,0.12,0.94,0.0,0.0,0.0,0.0,4,4,
Stephan Bonnar,49.04383561643836,193.04,92.98636,200.66,2.76,3.01,0.38,0.52,1.32,0.4,0.6,1.0,15,9,
Rogerio Bontorin,33.97534246575343,165.1,56.699,170.18,2.63,3.27,0.52,0.5,2.9,0.6,0.51,1.0,16,4,
Ray Borg,32.6986301369863,162.56,61.23492,160.02,1.52,1.93,0.52,0.48,3.89,0.5,0.46,1.0,13,5,
